MCC,MNC,Brand,Operator,Status,Bands (MHz),References and notes,Country,Iso
630,05,Supercell,Supercell SPRL,Operational,GSM 900 / GSM 1800,,"Congo, Dem. Rep.",cd
630,86,Orange RDC,Orange RDC sarl,Operational,GSM 900 / GSM 1800 / UMTS 2100 / TD-LTE 2600,,"Congo, Dem. Rep.",cd
630,88,YTT,Yozma Timeturns sprl,Not operational,GSM 900 / GSM 1800,Planned,"Congo, Dem. Rep.",cd
630,89,Orange RDC,Orange RDC sarl,Operational,GSM 900 / GSM 1800 / UMTS 2100,"Former OASIS, Tigo; acquired by Orange 2016","Congo, Dem. Rep.",cd
630,90,Africell,Africell RDC sprl,Operational,GSM 900 / GSM 1800,,"Congo, Dem. Rep.",cd
638,01,Evatis,Djibouti Telecom SA,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,,Djibouti,dj
602,01,Orange,Orange Egypt,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Mobinil,Egypt,eg
602,02,Vodafone,Vodafone Egypt,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Egypt,eg
602,03,Etisalat,Etisalat Egypt,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Egypt,eg
602,04,WE,Telecom Egypt,Operational,LTE 1800,,Egypt,eg
627,01,Orange GQ,GETESA,Operational,GSM 900 / LTE,,Equatorial Guinea,gq
627,03,Muni,Green Com S.A.,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE,Former HiTS,Equatorial Guinea,gq
657,01,Eritel,Eritrea Telecommunications Services Corporation,Operational,GSM 900,,Eritrea,er
636,01,MTN,Ethio Telecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Ethiopia,et
647,00,Orange,Orange La Réunion,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,"Mayotte, Réunion",Reunion,re
647,01,Maoré Mobile,BJT Partners,Operational,GSM 900 / GSM 1800 / LTE 1800,Mayotte,Reunion,re
647,02,Only,Telco OI,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,Mayotte,Reunion,re
647,03,Free,Telco OI,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,Réunion Former Only,Reunion,re
647,04,Zeop,Zeop mobile,Unknown,LTE 1800 / LTE 2100 / LTE 2600,,Reunion,re
647,10,SFR Réunion,Société Réunionnaise du Radiotéléphone,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,"Mayotte, Réunion; LTE bands 20 / 3 / 7",Reunion,re
628,01,Libertis,Gabon Telecom S.A.,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,,Gabon,ga
628,02,Moov,Gabon Telecom S.A.,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,"Former Atlantique Télécom (Etisalat Group), merged with Gabon Telecom in 2016",Gabon,ga
628,03,Airtel,Airtel Gabon S.A.,Operational,GSM 900 / UMTS 2100 / LTE 2100,,Gabon,ga
628,04,Azur,USAN Gabon S.A.,Not operational,GSM 900 / GSM 1800,Shut down 2018,Gabon,ga
628,05,RAG,Réseau de l’Administration Gabonaise,Unknown,Unknown,,Gabon,ga
607,01,Gamcel,Gamcel,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Gambia,gm
607,02,Africell,Africell,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Gambia,gm
607,03,Comium,Comium,Operational,GSM 900 / GSM 1800,,Gambia,gm
607,04,QCell,QCell Gambia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Gambia,gm
607,05,,Gamtel-Ecowan,Unknown,WiMAX / LTE,,Gambia,gm
607,06,,NETPAGE,Operational,TD-LTE 2300,,Gambia,gm
620,01,MTN,MTN Group,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 2600,former spacefon,Ghana,gh
620,02,Vodafone,Vodafone Group,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,"former Onetouch, Ghana Telecom",Ghana,gh
620,03,AirtelTigo,Millicom Ghana,Operational,GSM 900 / GSM 1800 / UMTS 2100,"former MOBITEL, Tigo",Ghana,gh
620,04,Expresso,Kasapa / Hutchison Telecom,Operational,CDMA2000 850,former Kasapa,Ghana,gh
620,05,,National Security,Unknown,Unknown,,Ghana,gh
620,06,AirtelTigo,Airtel,Operational,GSM 900 / GSM 1800 / UMTS 2100,"former Zain, Airtel",Ghana,gh
620,07,Globacom,Globacom Group,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Ghana,gh
620,08,Surfline,Surfline Communications Ltd,Not operational,LTE 2600,LTE band 7; shut down Oct 2018,Ghana,gh
620,09,NITA,National Information Technology Agency,Unknown,Unknown,,Ghana,gh
620,10,Blu,Blu Telecommunications,Operational,TD-LTE 2500,LTE band 41,Ghana,gh
620,11,,Netafrique Dot Com Ltd,Unknown,Unknown,,Ghana,gh
620,12,,BTL,Unknown,Unknown,,Ghana,gh
620,13,,Goldkey,Unknown,Unknown,,Ghana,gh
620,14,busy,BusyInternet,Operational,TD-LTE 2300,,Ghana,gh
620,15,,Lebara,Operational,MVNO,,Ghana,gh
620,16,,Telesol,Operational,LTE 1800,data only,Ghana,gh
620,17,,iBurst Africa,Unknown,Unknown,,Ghana,gh
611,01,Orange,Orange S.A.,Operational,GSM 900 / GSM 1800 / LTE,Formerly Spacetel,Guinea,gn
611,02,Sotelgui,Sotelgui Lagui,Operational,GSM 900,,Guinea,gn
611,03,Telecel Guinee,INTERCEL Guinée,Operational,GSM 900,,Guinea,gn
611,04,MTN,Areeba Guinea,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Guinea,gn
611,05,Cellcom,Cellcom,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Guinea,gn
632,01,Guinetel,Guinétel S.A.,Operational,GSM 900 / GSM 1800,,Guinea-Bissau,gw
632,02,MTN Areeba,Spacetel Guiné-Bissau S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Guinea-Bissau,gw
632,03,Orange,,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,,Guinea-Bissau,gw
632,07,Guinetel,Guinétel S.A.,Operational,GSM 900 / GSM 1800,,Guinea-Bissau,gw
612,01,,Cora de Comstar,Not operational,Unknown,,Ivory Coast,ci
612,02,Moov,Atlantique Cellulaire,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,,Ivory Coast,ci
612,03,Orange,Orange,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Ivory Coast,ci
612,04,KoZ,Comium Ivory Coast Inc,Operational,GSM 900 / GSM 1800,,Ivory Coast,ci
612,05,MTN,Loteny Telecom,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 2600,,Ivory Coast,ci
612,06,GreenN,Oricel,Operational,GSM 1800,,Ivory Coast,ci
612,07,café,Aircomm,Operational,GSM 1800,,Ivory Coast,ci
612,18,,YooMee,Operational,TD-LTE 2300,,Ivory Coast,ci
639,01,Safaricom,Safaricom Limited,Unknown,Unknown,,Kenya,ke
639,02,Safaricom,Safaricom Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,,Kenya,ke
639,03,Airtel,Bharti Airtel,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800,"Former Celtel, then Zain",Kenya,ke
639,04,,Mobile Pay Kenya Limited,Unknown,Unknown,,Kenya,ke
639,05,yu,Essar Telecom Kenya,Not operational,GSM 900,"Former Econet Wireless; network sold to Safaricom in 2014, subscribers moved to Airtel",Kenya,ke
639,06,,Finserve Africa Limited,Unknown,Unknown,,Kenya,ke
639,07,Telkom,Telkom Kenya,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,Former Orange Kenya; CDMA 850 MHz shut down in Mar 2015,Kenya,ke
639,08,,Wetribe Ltd,Unknown,Unknown,Former Sema Mobile Services Ltd (MVNO),Kenya,ke
639,09,,Homeland Media Group Limited,Unknown,Unknown,,Kenya,ke
639,10,Faiba 4G,Jamii Telecommunications Limited,Operational,LTE 700,LTE band 28,Kenya,ke
639,11,,Jambo Telcoms Limited,Unknown,Unknown,Former WiAfrica Kenya Ltd.,Kenya,ke
639,12,,Infura Limited,Unknown,Unknown,,Kenya,ke
639,13,,Hidiga Investments Ltd,Unknown,Unknown,,Kenya,ke
651,01,Vodacom,Vodacom Lesotho (Pty) Ltd,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800 / 5G 3500,,Lesotho,ls
651,02,Econet Telecom,Econet Ezi-cel,Operational,GSM 900 / UMTS 2100 / LTE,,Lesotho,ls
651,10,Vodacom,Vodacom Lesotho (Pty) Ltd,Unknown,Unknown,,Lesotho,ls
618,01,Lonestar Cell MTN,Lonestar Communications Corporation,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,,Liberia,lr
618,02,Libercell,Atlantic Wireless (Liberia) Inc.,Not operational,Unknown,Shut down in 2012,Liberia,lr
618,04,Novafone,Novafone Inc.,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former Comium,Liberia,lr
618,07,Orange LBR,Orange Liberia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Cellcom,Liberia,lr
618,20,LIBTELCO,Liberia Telecommunications Corporation,Operational,CDMA2000,,Liberia,lr
606,00,Libyana,Libyana,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Libya,ly
606,01,Madar,Al-Madar Al-Jadeed,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Libya,ly
606,02,Al-Jeel Phone,Al-Jeel Al-Jadeed,Operational,MVNO,Uses Al-Madar,Libya,ly
606,03,Libya Phone,Libya Telecom & Technology (LTT),Operational,MVNO / LTE 800,Uses Libyana; LTE for fixed wireless broadband,Libya,ly
606,06,Hatef Libya,Hatef Libya,Operational,CDMA2000,Fixed wireless,Libya,ly
646,01,Airtel,Bharti Airtel,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,"Former Celtel (Zain), Madacom ",Madagascar,mg
646,02,Orange,Orange Madagascar S.A.,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Madagascar,mg
646,03,Sacel,Sacel Madagascar S.A.,Not operational,GSM 900,license withdrawn in 2001 ,Madagascar,mg
646,04,Telma,Telma Mobile S.A.,Operational,GSM 900 / UMTS 2100 / LTE 1800 / 5G 3500,,Madagascar,mg
646,05,BIP / blueline,Gulfsat Madagascar S.A.,Operational,LTE 2100 / TD-LTE 2600,,Madagascar,mg
650,01,TNM,Telecom Network Malawi,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / TD-LTE 2500,,Malawi,mw
650,02,Access,Access Communications Ltd,Operational,CDMA / LTE 850,,Malawi,mw
650,10,Airtel,Airtel Malawi Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,Former Celtel (Zain),Malawi,mw
610,01,Malitel,Malitel SA,Operational,GSM 900 / UMTS 2100 / LTE,,Mali,ml
610,02,Orange,Orange Mali SA,Operational,GSM 900 / UMTS 2100 / LTE,,Mali,ml
610,03,Telecel,Alpha Telecommunication Mali S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Mali,ml
609,01,Mattel,Mattel,Operational,GSM 900 / LTE,,Mauritania,mr
609,02,Chinguitel,Chinguitel,Operational,CDMA / GSM 900 / GSM 1800 / UMTS 2100 / LTE,,Mauritania,mr
609,10,Moov,Mauritel Mobiles,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Mauritania,mr
617,01,my.t,Cellplus Mobile Communications Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800 / 5G 3500,Former Orange,Mauritius,mu
617,02,MOKOZE / AZU,Mahanagar Telephone Mauritius Limited (MTML),Operational,CDMA2000,,Mauritius,mu
617,03,CHILI,Mahanagar Telephone Mauritius Limited (MTML),Operational,GSM 900 / UMTS 2100 / LTE 1800,,Mauritius,mu
617,10,Emtel,Emtel Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Mauritius,mu
604,00,Orange Morocco,Médi Télécom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,Former Méditel,Morocco,ma
604,01,IAM,Ittissalat Al-Maghrib (Maroc Telecom),Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 2600,,Morocco,ma
604,02,INWI,Wana Corporate,Operational,GSM 900 / GSM 1800,,Morocco,ma
604,04,,Al Houria Telecom,Unknown,Unknown,,Morocco,ma
604,05,INWI,Wana Corporate,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,,Morocco,ma
604,06,IAM,Ittissalat Al-Maghrib (Maroc Telecom),Unknown,Unknown,,Morocco,ma
604,99,,Al Houria Telecom,Unknown,Unknown,,Morocco,ma
643,01,mCel,Mocambique Celular S.A.,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100,,Mozambique,mz
643,03,Movitel,"Movitel, SA",Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,,Mozambique,mz
643,04,Vodacom,"Vodacom Mozambique, S.A.",Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,,Mozambique,mz
649,01,MTC,MTC Namibia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Namibia,na
649,02,switch,Telecom Namibia,Operational,CDMA2000 800,,Namibia,na
649,03,TN Mobile,Telecom Namibia,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800 / TD-LTE 2600,former Cell One,Namibia,na
649,04,,Paratus Telecommunications (Pty),Operational,WiMAX 2500 / TD-LTE,former ITN/WTN,Namibia,na
649,05,,Demshi Investments CC,Unknown,Unknown,,Namibia,na
649,06,,MTN Namibia,Operational,LTE,"LTE fixed wireless, MVNO",Namibia,na
649,07,,Capricorn Connect,Unknown,Unknown,,Namibia,na
614,01,SahelCom,La Société Sahélienne de Télécommunications (SahelCom),Operational,GSM 900,,Niger,ne
614,02,Airtel,Bharti Airtel Limited,Operational,GSM 900 / LTE,"formerly Zain, Celtel",Niger,ne
614,03,Moov,Atlantique Telecom (subsidiary of Etisalat),Operational,GSM 900,Former Telecel,Niger,ne
614,04,Orange,Orange Niger,Operational,GSM 900 / GSM 1800,,Niger,ne
621,00,,Capcom,Not operational,LTE 1900,"Former Starcomms, MultiLinks, and MTS First Wireless",Nigeria,ng
621,20,Airtel,Bharti Airtel Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,"Former Zain, V-Mobile",Nigeria,ng
621,22,InterC,InterC Network Ltd.,Operational,LTE 800,Former Intercellular; LTE band 20,Nigeria,ng
621,24,,Spectranet,Operational,TD-LTE 2300,,Nigeria,ng
621,25,Visafone,Visafone Communications Ltd.,Not operational,CDMA2000 800 / CDMA2000 1900,Acquired by MTN,Nigeria,ng
621,26,,Swift,Operational,TD-LTE 2300,,Nigeria,ng
621,27,Smile,Smile Communications Nigeria,Operational,LTE 800,LTE band 20,Nigeria,ng
621,30,MTN,MTN Nigeria Communications Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 2600 / TD-LTE 3500,,Nigeria,ng
621,40,Ntel,Nigerian Mobile Telecommunications Limited,Operational,LTE 900 / LTE 1800,Former M-Tel; LTE bands 8 / 3,Nigeria,ng
621,50,Glo,Globacom Ltd,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 700,LTE band 28,Nigeria,ng
621,60,9mobile,Emerging Markets Telecommunication Services Ltd.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,"Until 2017, Etisalat",Nigeria,ng
635,10,MTN,MTN Rwandacell SARL,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100,,Rwanda,rw
635,11,Rwandatel,Rwandatel S.A.,Not operational,CDMA,Licence revoked in April 2011,Rwanda,rw
635,12,Rwandatel,Rwandatel S.A.,Not operational,GSM,Licence revoked in April 2011,Rwanda,rw
635,13,Airtel,Airtel RWANDA,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former Tigo,Rwanda,rw
635,14,Airtel,Airtel RWANDA,Not operational,GSM 900 / GSM 1800 / UMTS 2100,Merged with Tigo; MNC withdrawn,Rwanda,rw
635,17,Olleh,Olleh Rwanda Networks,Operational,LTE 800 / LTE 1800,"LTE band 20 / 3; wholesale network used by Airtel, MTN, Tigo",Rwanda,rw
658,01,Sure,Sure South Atlantic Ltd.,Operational,GSM 900 / GSM 1800 / LTE 1800,,"Saint Helena, Ascension and Tristan da Cunha",sh
626,01,CSTmovel,Companhia Santomese de Telecomunicaçôe,Operational,GSM 900 / UMTS 2100,,Sao Tome & Principe,st
626,02,Unitel STP,Unitel Sao Tome and Principe,Operational,GSM 900 / UMTS 2100,,Sao Tome & Principe,st
608,01,Orange,Sonatel,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,,Senegal,sn
608,02,Free,Saga Africa Holdings Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800,"Former Hello, Tigo",Senegal,sn
608,03,Expresso,Expresso Telecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,,Senegal,sn
608,04,,CSU-SA,Unknown,Unknown,,Senegal,sn
633,01,Cable & Wireless,Cable & Wireless Seychelles,Operational,GSM 900 / UMTS / 5G,,Seychelles,sc
633,02,Mediatech,Mediatech International,Not operational,GSM 1800,License and MNC withdrawn ,Seychelles,sc
633,05,,Intelvision Ltd,Unknown,Unknown,,Seychelles,sc
633,10,Airtel,Telecom Seychelles Ltd,Operational,GSM 900 / UMTS 2100 / LTE 800,,Seychelles,sc
619,01,Orange,Orange SL Limited,Operational,GSM 900 / UMTS 2100 / LTE,"Former Zain, Celtel, Bharti Airtel",Sierra Leone,sl
619,02,Africell,Lintel Sierra Leone Limited,Unknown,Unknown,"Former Millicom, Tigo ",Sierra Leone,sl
619,03,Africell,Lintel Sierra Leone Limited,Operational,GSM 900,,Sierra Leone,sl
619,04,Comium,Comium (Sierra Leone) Ltd.,Not operational,GSM 900 / GSM 1800,,Sierra Leone,sl
619,05,Africell,Lintel Sierra Leone Limited,Operational,GSM 900,,Sierra Leone,sl
619,06,SierraTel,Sierra Leone Telephony,Operational,CDMA 800 / LTE,,Sierra Leone,sl
619,07,,Qcell Sierra Leone,Unknown,Unknown,,Sierra Leone,sl
619,09,Smart Mobile,InterGroup Telecom SL,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Sierra Leone,sl
619,25,Mobitel,Mobitel,Reserved,Unknown,,Sierra Leone,sl
619,40,,Datatel (SL) Ltd.,Unknown,GSM,,Sierra Leone,sl
619,50,,Datatel (SL) Ltd.,Unknown,CDMA,,Sierra Leone,sl
637,01,Telesom,Telesom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE,,Somalia,so
637,04,Somafone,Somafone FZLLC,Operational,GSM 900 / GSM 1800,,Somalia,so
637,10,Nationlink,NationLink Telecom,Operational,GSM 900,,Somalia,so
637,20,SOMNET,SOMNET,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,Uncertain bands,Somalia,so
637,50,Hormuud,Hormuud Telecom Somalia Inc,Operational,GSM 900 / UMTS,"Uncertain MNC number, maybe (also) 25 ",Somalia,so
637,30,Golis,Golis Telecom Somalia,Operational,GSM 900,,Somalia,so
637,57,UNITEL,UNITEL S.a.r.l.,Operational,GSM 900 / GSM 1800,,Somalia,so
637,60,Nationlink,Nationlink Telecom,Operational,GSM 900 / GSM 1800,,Somalia,so
637,67,Horntel Group,HTG Group Somalia,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Somalia,so
637,70,,Onkod Telecom Ltd.,Not operational,Unknown,MNC withdrawn ,Somalia,so
637,71,Somtel,Somtel,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,,Somalia,so
637,82,Telcom,Telcom Somalia,Operational,GSM 900 / GSM 1800 / CDMA2000 / LTE,,Somalia,so
655,01,Vodacom,Vodacom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / LTE 5200 / LTE 5800 / 5G 700 / 5G 3500,,South Africa,za
655,02,Telkom,Telkom SA SOC Ltd,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / TD-LTE 2300,"Formerly Telkom Mobile, 8ta",South Africa,za
655,03,Telkom,Telkom SA SOC Ltd,Unknown,Unknown,,South Africa,za
655,04,,Sasol (Pty) Ltd.,Not operational,Unknown,,South Africa,za
655,05,,Telkom SA Ltd,Unknown,Unknown 3G,,South Africa,za
655,06,,Sentech (Pty) Ltd,Operational,Unknown,,South Africa,za
655,07,Cell C,Cell C (Pty) Ltd,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 1800 / LTE 2100,,South Africa,za
655,10,MTN,MTN Group,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2100 / 5G 700 / 5G 1800 / 5G 2100 / 5G 3500 / 5G 28000,,South Africa,za
655,11,,South African Police Service Gauteng,Not operational,TETRA 410,,South Africa,za
655,12,MTN,MTN Group,Unknown,Unknown,,South Africa,za
655,13,Neotel,Neotel Pty Ltd,Not operational,CDMA 800,Shut down May 2019,South Africa,za
655,14,Neotel,Neotel Pty Ltd,Operational,LTE 1800,,South Africa,za
655,16,,Phoenix System Integration (Pty) Ltd,Not operational,Unknown,MNC withdrawn ,South Africa,za
655,17,,Sishen Iron Ore Company (Ltd) Pty,Not operational,Unknown,,South Africa,za
655,19,Rain,Wireless Business Solutions (Pty) Ltd,Operational,LTE 1800 / TD-LTE 2600 / 5G 3500,,South Africa,za
655,21,,Cape Town Metropolitan Council,Not operational,TETRA 410,,South Africa,za
655,24,,SMSPortal (Pty) Ltd.,Unknown,Unknown,,South Africa,za
655,25,,Wirels Connect,Unknown,Unknown,,South Africa,za
655,27,,A to Z Vaal Industrial Supplies Pty Ltd,Unknown,Unknown,,South Africa,za
655,28,,Hymax Talking Solutions (Pty) Ltd,Unknown,Unknown,,South Africa,za
655,30,,Bokamoso Consortium,Operational,Unknown,,South Africa,za
655,31,,Karabo Telecoms (Pty) Ltd.,Operational,Unknown,,South Africa,za
655,32,,Ilizwi Telecommunications,Operational,Unknown,,South Africa,za
655,33,,Thinta Thinta Telecommunications Pty Ltd,Operational,Unknown,,South Africa,za
655,34,,Bokone Telecoms Pty Ltd,Unknown,Unknown,,South Africa,za
655,35,,Kingdom Communications Pty Ltd,Unknown,Unknown,,South Africa,za
655,36,,Amatole Telecommunications Pty Ltd,Unknown,Unknown,,South Africa,za
655,38,iBurst,Wireless Business Solutions (Pty) Ltd,Unknown,Unknown,,South Africa,za
655,41,,South African Police Service,Not operational,Unknown,,South Africa,za
655,46,,SMS Cellular Services (Pty) Ltd,Operational,MVNO,,South Africa,za
655,50,,Ericsson South Africa (Pty) Ltd,Unknown,Unknown,,South Africa,za
655,51,,Integrat (Pty) Ltd,Unknown,Unknown,,South Africa,za
655,53,Lycamobile,Lycamobile (Pty) Ltd,Unknown,MVNO,,South Africa,za
655,65,,Vodacom Pty Ltd,Unknown,Unknown,,South Africa,za
655,73,iBurst,Wireless Business Solutions (Pty) Ltd,Unknown,Unknown,,South Africa,za
655,74,iBurst,Wireless Business Solutions (Pty) Ltd,Unknown,Unknown,,South Africa,za
655,75,ACSA,Airports Company South Africa,Not operational,Unknown,,South Africa,za
655,76,,Comsol Networks (Pty) Ltd,Operational,WiMAX / 28000,,South Africa,za
655,77,Umoja Connect,One Telecom (Pty) Ltd,Unknown,5G,,South Africa,za
659,02,MTN,MTN South Sudan,Operational,GSM 900 / GSM 1800 / UMTS 2100,,South Sudan (Republic of),ss
659,03,Gemtel,Gemtel,Operational,GSM 900 / GSM 1800,,South Sudan (Republic of),ss
659,04,Vivacell,Network of the World (NOW),Not operational,GSM 900 / GSM 1800, shut down Mar 2018,South Sudan (Republic of),ss
659,06,Zain,Zain South Sudan,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2100,,South Sudan (Republic of),ss
659,07,Sudani,Sudani,Operational,CDMA,,South Sudan (Republic of),ss
634,01,Zain SD,Zain Group - Sudan,Operational,GSM 900 / UMTS 2100 / LTE 1800,"Former, Mobitel",Sudan,sd
634,02,MTN,MTN Sudan,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Sudan,sd
634,03,MTN,MTN Sudan,Unknown,Unknown,,Sudan,sd
634,05,canar,Canar Telecom,Operational,CDMA2000 450,,Sudan,sd
634,07,Sudani One,Sudatel Group,Operational,GSM 1800 / UMTS 2100 / LTE 1800 / CDMA2000 800,,Sudan,sd
634,09,khartoum INC,NEC,operational,GSM 900 / GSM 1800 / UMTS 2100,,Sudan,sd
653,01,,SPTC,Unknown,Unknown,,Swaziland,sz
653,02,,Swazi Mobile Limited,Operational,LTE 1800,,Swaziland,sz
653,10,Swazi MTN,Swazi MTN Limited,Operational,GSM 900 / LTE 1800,,Swaziland,sz
640,01,,Shared Network Tanzania Limited,Not operational,UMTS 900,Former Rural NetCo Limited; MNC withdrawn,Tanzania,tz
640,02,tiGO,MIC Tanzania Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800,Former Mobitel and Buzz,Tanzania,tz
